ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
107586,Grant Luke Schubert,M,28,180,82,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze
107608,Brengre Simone Rolande Schuh,F,24,164,53,France,FRA,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Team,Bronze
107757,Niklaus Schurtenberger,M,40,188,84,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
107758,Nino Schurter,M,22,173,68,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Mountainbike, Cross-Country",Bronze
107934,Pius Schwizer,M,45,175,65,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
107958,Luis Alberto Scola Balvoa,M,28,206,108,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,Bronze
108222,Denis efik,M,31,198,115,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Bronze
108574,Mikhail Vladimirovich Semyonov,M,24,168,66,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
108808,Jesse Harold Sergent,M,20,188,78,New Zealand,NZL,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
109190,Yelena Yevgenyevna Shalygina,F,21,165,63,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Middleweight, Freestyle",Bronze
109369,Bryony Elisabeth Shaw,F,25,166,60,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Windsurfer,Bronze
109427,Tatyana Nikolayevna Shchyegoleva,F,26,195,65,Russia,RUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Bronze
110116,Yerkebulan Kurmakhanovich Shynaliyev,M,20,178,81,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Heavyweight,Bronze
110486,Alex Sandro da Silva,M,23,192,80,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze
110558,Thiago Emiliano da Silva,M,23,183,72,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze
111161,Vijender Kumar Singh,M,22,182,75,India,IND,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Middleweight,Bronze
112112,Justine Smethurst,F,21,178,77,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze
112160,Sandra Smisek,F,31,164,56,Germany,GER,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Bronze
112166,Julia Elizabeth Smit,F,20,183,66,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
112182,Andrew Smith,M,29,191,89,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze
112342,Louis Antoine Smith,M,19,184,76,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
112646,Rishod Rashidovich Sobirov,M,21,168,66,Uzbekistan,UZB,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Extra-Lightweight,Bronze
112647,Rafael Augusto Sbis do Nascimento,M,23,173,71,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze
112772,Edwin Cheruiyot Soi,M,22,168,53,Kenya,KEN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 5,000 metres",Bronze
112823,Irina Borisovna Sokolovskaya,F,25,186,72,Russia,RUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Bronze
113117,Song Hai-Rim,F,23,167,67,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Bronze
113264,Slobodan Soro,M,29,196,100,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Bronze
113975,Justin Edward Spring,M,24,170,64,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Bronze
114160,Mariya Stadnik,F,20,157,48,Azerbaijan,AZE,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Flyweight, Freestyle",Bronze
114588,Andrew Steele,M,23,182,78,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
114722,Kerstin Stegemann,F,30,170,68,Germany,GER,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Bronze
114958,Mariya Aleksandrovna Stepanova,F,29,202,85,Russia,RUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Bronze
115078,"Jeffrey Allen ""Jeff"" Stevens",M,24,188,93,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
115112,Sarah Diana Stevenson,F,25,177,69.5,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Heavyweight,Bronze
115138,Danielle Stewart,F,27,165,65,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze
115156,Kerron Stewart,F,24,175,61,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 200 metres,Bronze
115334,Hayden Ernest Stoeckel,M,23,197,95,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Backstroke,Bronze
115665,Stephen James Strasburg,M,20,196,98,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
115779,Simona Dumitria Strimbeschi-Muat,F,26,183,80,Romania,ROU,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
116102,Leonel Surez Fajardo,M,20,181,68,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,Bronze
116139,Mara Beln Succi,F,22,177,72,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
116360,Eamon Wade Sullivan,M,22,189,78,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
116487,Sun Qiuting,F,22,171,55,China,CHN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
116508,Sun Ye,F,19,169,61,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
116589,Sung Yu-Chi,M,26,174,68,Chinese Taipei,TPE,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Featherweight,Bronze
116663,Viorica Susanu,F,32,186,77,Romania,ROU,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
116710,Darren John Sutherland,M,26,182,75,Ireland,IRL,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Middleweight,Bronze
116805,Emiko Suzuki,F,26,168,57,Japan,JPN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
117059,Isabel Marques Swan,F,24,181,69,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Two Person Dinghy,Bronze
117787,Matteo Tagliariol,M,25,188,78,Italy,ITA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's epee, Team",Bronze
118133,Jared Tallent,M,23,178,58,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 20 kilometres Walk,Bronze
118177,"Anamaria ""Ana"" Tmrjan",F,17,145,37,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Bronze
118250,Ryoko Tamura-Tani,F,32,146,48,Japan,JPN,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Extra-Lightweight,Bronze
118270,"Kai-Wen ""Kevin"" Tan",M,26,163,64,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Bronze
118581,Luigi Tarantino,M,35,188,95,Italy,ITA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's Sabre, Team",Bronze
118617,"Matthew Stephen C. ""Matt"" Targett",M,22,198,90,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
118959,Servet Tazegl,M,19,180,68,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Featherweight,Bronze
118983,Taylor Hill Teagarden,M,24,187,90,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
119171,Nurbakyt Moldakhmetuly Tengizbayev,M,25,168,60,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
119264,Viktoriya Anatolivna Tereshchuk,F,26,175,60,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Modern Pentathlon,Modern Pentathlon Women's Individual,Bronze
119297,Anthony Joseph Terras,M,23,170,69,France,FRA,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Men's Skeet,Bronze
119346,Kiril Stoychev Terziev,M,24,177,74,Bulgaria,BUL,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
119411,Sergey Yuryevich Tetyukhin,M,32,197,89,Russia,RUS,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Bronze
120017,Mary Elizabeth Thomson-King,F,47,178,63,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
120162,Karin Thrig (-Bucher),F,36,182,67,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's Individual Time Trial,Bronze
120280,Terry Ronald Tiffee,M,29,190,102,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
120312,Ivan Grigoryevich Tikhon,M,32,186,110,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Hammer Throw,Bronze
120536,Natalie Lorraine Titcume,F,32,184,85,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze
120627,Nataliya Viktorivna Tobias (Sydorenko-),F,27,160,48,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 1,500 metres",Bronze
120633,"Robert John ""Rob"" Tobin",M,24,190,78,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
120881,Vctor Toms Gonzlez,M,23,176,83,Spain,ESP,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Bronze
121922,Giovanna Trillini,F,38,164,59,Italy,ITA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Team",Bronze
121981,Triyatno,M,20,161,77,Indonesia,INA,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Featherweight,Bronze
122604,Alina Arturovna Tumilovich,F,18,178,56,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
122784,Jason Turner,M,33,183,98,United States,USA,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze
122850,Otar Tushishvili,M,30,177,66,Georgia,GEO,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
122907,Robert Nathan Twaddle,M,31,186,90,New Zealand,NZL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,Bronze
122990,Ruslan Samaganovich Tyumenbayev,M,22,169,60,Kyrgyzstan,KGZ,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
123097,Vanja (Franjo-) Udovii,M,25,193,94,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Bronze
123154,Yordenis Ugs Hernndez,M,22,176,60,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Lightweight,Bronze
125060,"Kimberly ""Kim"" Vandenberg",F,24,173,59,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
125083,Peter William Vanderkaay,M,24,193,95,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Freestyle,Bronze
125214,Armen Frunzekovych Vardanian,M,25,172,66,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
125499,Alexis Alain Vastine,M,21,184,69,France,FRA,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Welterweight,Bronze
125781,Radoslav Marinov Velikov,M,24,160,55,Bulgaria,BUL,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze
125928,Tonya Lynn Verbeek,F,30,165,55,Canada,CAN,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Lightweight, Freestyle",Bronze
125935,Aleksey Igoryevich Verbov,M,26,183,79,Russia,RUS,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Bronze
126257,Maria Valentina Vezzali,F,34,164,54,Italy,ITA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Team",Bronze
126277,Sandro Ricardo Rodrigues Viana,M,31,188,77,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
126284,Anne-Laure Viard,F,27,174,68,France,FRA,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
127017,Nataliya Aleksandrovna Vodopyanova,F,27,188,78,Russia,RUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Bronze
127183,Aleksandr Aleksandrovich Volkov,M,23,210,90,Russia,RUS,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Bronze
127202,Yekaterina Gennadyevna Volkova (-Mastrova),F,30,166,56,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze
127239,Bryan Daniel Volpenhein,M,31,191,102,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
127483,Oleksandr Serhiyovych Vorobiov,M,23,158,55,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings,Bronze
127689,"Vladimir ""Vlada"" Vujasinovi",M,34,187,98,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Bronze
127711,Paola Vukojicic,F,33,164,58,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
127738,Arkady Arkadyevich Vyachanin,M,24,202,91,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Backstroke,Bronze
127738,Arkady Arkadyevich Vyachanin,M,24,202,91,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Backstroke,Bronze
127923,Katrin Wagner-Augustin,F,30,179,70,Germany,GER,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
128165,"Kenneth Maxwell ""Ken"" Wallace",M,25,190,90,Australia,AUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
128267,Daniel Walsh,M,29,201,100,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
128520,Wang Liqin,M,30,192,85,China,CHN,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Men's Singles,Bronze
128536,Wang Na,F,24,172,58,China,CHN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
128605,Wang Xin (Ruoxue-),F,15,137,28,China,CHN,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Platform,Bronze
128628,Wang Yimei,F,20,190,90,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze
128705,"Rebecca Claire ""Becca"" Ward",F,18,170,61,United States,USA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Sabre, Individual",Bronze
128705,"Rebecca Claire ""Becca"" Ward",F,18,170,61,United States,USA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Sabre, Team",Bronze
128725,Natalie Anne Ward,F,32,168,64,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze
129069,Casey McGhee Weathers,M,23,185,99,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
129294,Wei Qiuyue,F,19,182,65,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze
129296,Wei Yili,F,26,175,68,China-2,CHN,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Women's Doubles,Bronze
129538,"Matthew Wayne ""Matt"" Wells",M,30,184,77,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze
129540,"Matthew Ward ""Matt"" Wells",M,28,190,93,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Double Sculls,Bronze
129933,Adam Wheeler,M,27,191,96,United States,USA,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
130113,Rosemarie Whyte,F,21,174,65,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
130297,Agnieszka Jadwiga Wieszczek-Kordus,F,25,175,69,Poland,POL,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze
130410,Deontay Leshun Wilder,M,22,201,91,United States,USA,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Heavyweight,Bronze
130466,Bobby-Gaye Wilkins (-Gooden),F,19,NA,NA,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
130512,Elisabeth Willeboordse,F,29,169,63,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Half-Middleweight,Bronze
130671,Shericka Nicola Williams,F,22,170,64,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
130707,Novlene Hilaire Williams-Mills,F,26,168,57,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
131403,Won Ok-Im,F,21,162,66,North Korea,PRK,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Half-Middleweight,Bronze
131685,Belinda Wright (-Barnes),F,27,170,63,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze
131805,Wu Minxia,F,22,167,52,China,CHN,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Springboard,Bronze
131920,Kerry Anne Wyborn (-Newsome),F,30,168,63,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze
131936,Tomasz Wylenzek,M,25,183,92,Germany,GER,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze
132072,Xu Lijia,F,20,176,60,China,CHN,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's One Person Dinghy,Bronze
132079,Xu Tianlongzi,F,17,168,56,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
132092,Xu Yan,F,26,166,57,China,CHN,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Lightweight,Bronze
132103,Xu Yunli,F,21,195,75,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze
132112,Xue Chen,F,19,190,79,China-2,CHN,2008 Summer,2008,Summer,Beijing,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze
132115,Xue Haifeng,M,28,181,88,China,CHN,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Team,Bronze
132118,Xue Ming,F,21,193,68,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze
132422,Yan Zi,F,23,171,55,China-1,CHN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,Bronze
132439,Yavor Dimitrov Yanakiev,M,23,175,74,Bulgaria,BUL,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze
132495,Yang Hao,F,28,183,75,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze
132568,Yang Yilin,F,15,150,35,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,Bronze
132568,Yang Yilin,F,15,150,35,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,Bronze
132774,Alfred Kirwa Yego,M,21,175,56,Kenya,KEN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 800 metres,Bronze
132939,Nadezhda Aleksandrovna Yevstyukhina,F,20,167,74,Russia,RUS,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Heavyweight,Bronze
133078,Yoon Jae-Young,M,25,172,66,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Men's Team,Bronze
133363,Yu Seung-Min,M,26,178,72,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Men's Team,Bronze
133381,Yu Yang,F,22,166,62,China-1,CHN,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Mixed Doubles,Bronze
133443,Maria Kristin Yulianti,F,23,167,53,Indonesia,INA,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Women's Singles,Bronze
133448,Kenichi Yumoto,M,23,166,60,Japan,JPN,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
133483,Yun Ok-Hui,F,23,162,63,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,Bronze
133512,Denys Serhiyovych Yurchenko,M,30,175,75,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Pole Vault,Bronze
133642,Andrejus Zadneprovskis,M,33,176,74,Lithuania,LTU,2008 Summer,2008,Summer,Beijing,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
133685,Mariel Leigh Zagunis,F,23,173,72,United States,USA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Sabre, Team",Bronze
134521,Zhang Na,F,28,180,72,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze
134559,Zhang Wenxiu,F,22,183,105,China,CHN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Hammer Throw,Bronze
134561,Zhang Xi,F,23,183,72,China-2,CHN,2008 Summer,2008,Summer,Beijing,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze
134568,Zhang Xiaohuan,F,27,170,55,China,CHN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
134597,Zhang Yawen,F,23,162,58,China-2,CHN,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Women's Doubles,Bronze
134646,Zhao Jing,F,17,176,63,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
134659,Zhao Ruirui,F,26,196,70,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze
134731,Zheng Jie,F,25,164,57,China-1,CHN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,Bronze
134789,Zhou Chunxiu,F,29,162,45,China,CHN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Marathon,Bronze
134813,Zhou Suhong,F,29,182,73,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze
134820,Zhou Yafei,F,24,180,70,China,CHN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
134840,Zhu Guo,M,23,187,79,China,CHN,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Welterweight,Bronze
135322,Nathalie Xenia Margareta Benedikte zu Sayn-Wittgenstein-Berleburg,F,33,176,85,Digby,DEN,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
135332,Shahar Zubari,M,21,177,68,Israel,ISR,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Windsurfer,Bronze
135335,Martina Zubi,F,19,173,55,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Featherweight,Bronze
135508,Vera Igorevna Zvonaryova,F,23,172,59,Russia,RUS,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,Bronze
21,Ragnhild Margrethe Aamodt,F,27,163,NA,Norway,NOR,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Gold
72,Aleksey Aleksandrovich Abalmasov,M,28,180,83,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
73,Luc Abalo,M,23,182,86,France,FRA,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Gold
93,Jol Marc Abati,M,38,190,85,France,FRA,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Gold
583,Julien Absalon,M,27,180,68,France,FRA,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold
716,Lautaro Germn Acosta,M,20,168,72,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
846,Valerie Kasanita Adams-Vili (-Price),F,23,193,120,New Zealand,NZL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Shot Put,Gold
980,"Rebecca ""Becky"" Adlington",F,19,179,70,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,Gold
980,"Rebecca ""Becky"" Adlington",F,19,179,70,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,Gold
1017,Nathan Ghar-Jun Adrian,M,19,198,100,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
1169,Marilyn Agliotti,F,29,172,58,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Gold
1220,Sergio Leonel Agero del Castillo,M,20,172,74,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
1498,"Charles Benedict ""Ben"" Ainslie",M,31,183,90,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Mixed One Person Dinghy,Gold
